types_habits,prix,adresse,image_lien
Tenue de baptême,7000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/1906387_uploaded_image1_1586252732.58.png""); width: 671px;"
Robes bébé,4000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/1906455_uploaded_image1_1586253454.8.png""); width: 671px;"
Robes bébé,4000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/1906465_uploaded_image1_1586253537.07.png""); width: 671px;"
Tenue de baptême / fille,7000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/1906593_uploaded_image1_1586255067.65.png""); width: 671px;"
Ensemble 8 pièces bébé,5000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/1910155_uploaded_image1_1586297414.23.png""); width: 671px;"
Ensemble coton garçon,3500,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/1910169_uploaded_image1_1586297654.31.png""); width: 671px;"
Ensemble 3 pièces bébé garçon,3500,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/1910194_uploaded_image1_1586298079.54.png""); width: 671px;"
Ensemble enfant garçon,8000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/1910234_uploaded_image1_1586298807.14.png""); width: 671px;"
Combishort enfant fille,6000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/1910246_uploaded_image1_1586299028.11.png""); width: 671px;"
Vêtements bébé,5000,"Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1936151_uploaded_image1_1586746366.57.png""); width: 581px;"
Vêtement enfant,7000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1943528_uploaded_image1_1586864266.59.jpeg""); width: 592px;"
Ensemble bébé 1er âge a,2500,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1943535_uploaded_image1_1586864377.03.jpeg""); width: 592px;"
Ensemble enfant,5000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1943553_uploaded_image1_1586864671.63.jpeg""); width: 592px;"
Vêtements enfant,5000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1951634_uploaded_image1_1586970221.31.jpeg""); width: 592px;"
Vêtement enfant,7000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1951650_uploaded_image1_1586970504.87.jpeg""); width: 592px;"
Habits pour bébé,5000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1951656_uploaded_image1_1586970612.89.jpeg""); width: 592px;"
Caleçons enfant,8500,"Mermoz-Sacré-Cœur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1953332_uploaded_image1_1587004946.87.jpeg""); width: 374px;"
Robes,3000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1954333_uploaded_image1_1587028541.38.jpeg""); width: 592px;"
Slip pour enfant,8000,"Mermoz-Sacré-Cœur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1959520_uploaded_image1_1587095120.04.jpeg""); width: 374px;"
Calçon pour enfant  original,5000,"Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1973167_uploaded_image1_1587307834.22.jpeg""); width: 552px;"
Body Enfants Carters - Lot de 4,8000,"Medina, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1975489_uploaded_image1_1587346902.19.jpeg""); width: 581px;"
Couche culotte softcare,10000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1985053_uploaded_image1_1587488603.71.jpeg""); width: 465px;"
12 slips pour enfant,5000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1996790_uploaded_image1_1587662462.87.jpeg""); width: 540px;"
Bonnet pour bébé,2000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/1998881_uploaded_image1_1587700554.jpg""); width: 592px;"
Bonnets pour enfant,2000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2007169_uploaded_image1_1587822850.26.jpeg""); width: 592px;"
Vêtements enfants,2000,"Pikine, Sénégal","background-image: url(""https://images.coinafrique.com/2013703_uploaded_image1_1587951378.jpg""); width: 385px;"
Robes pour enfants,15000,"Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2017027_uploaded_image1_1587998836.jpg""); width: 532px;"
Robe enfants,15000,"Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2021987_uploaded_image1_1588076836.jpg""); width: 532px;"
Robe Enfants,15000,"Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2025745_uploaded_image1_1588137671.jpg""); width: 532px;"
Slip pour enfant,7000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2029473_uploaded_image1_1588177963.jpg""); width: 374px;"
Robe enfant,7000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2033791_uploaded_image1_1588247233.69.jpeg""); width: 592px;"
Ensemble bébé 5 pièces,8000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2033818_uploaded_image1_1588247504.65.jpeg""); width: 592px;"
Ensemble enfant,10000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2033828_uploaded_image1_1588247617.46.jpeg""); width: 592px;"
Vêtement enfant,10000,"Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2038784_uploaded_image1_1588326759.jpg""); width: 512px;"
Vêtement enfant,5000,"Grand Yoff, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2038808_uploaded_image1_1588327063.jpg""); width: 512px;"
Robe enfant,15000,"Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2039586_uploaded_image1_1588336839.jpg""); width: 532px;"
Robes enfant fait main,15000,"Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2041432_uploaded_image1_1588364804.jpg""); width: 532px;"
Robe enfant,15000,"Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2044622_uploaded_image1_1588426381.jpg""); width: 532px;"
Robe enfant,15000,"Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2044629_uploaded_image1_1588426459.jpg""); width: 532px;"
Robes,15000,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2045971_uploaded_image1_1588443944.jpg""); width: 538px;"
Robe enfant,15000,"Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2050296_uploaded_image1_1588522493.jpg""); width: 532px;"
Robe enfants,15000,"Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2054142_uploaded_image1_1588591769.jpg""); width: 532px;"
Transats pour bébé,40000,"HLM, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2059938_uploaded_image1_1588675266.74.jpeg""); width: 592px;"
Tuniques enfant,20000,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2066977_uploaded_image1_1588770353.jpg""); width: 538px;"
Robe enfant,15000,"Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2068470_uploaded_image1_1588787535.jpg""); width: 532px;"
Vêtements bébé,2500,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2087136_uploaded_image1_1589072240.jpg""); width: 543px;"
Slip enfant,7000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2087466_uploaded_image1_1589080473.jpg""); width: 374px;"
Qamis pour petit,10000,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2090969_uploaded_image1_1589145852.jpg""); width: 538px;"
Caleçon pour enfants,7500,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2097474_uploaded_image1_1589248311.jpg""); width: 374px;"
vêtements de classe pour bébé,16000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2099466_uploaded_image1_1589281936.jpg""); width: 395px;"
Vêtements pour enfants,25000,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2102512_uploaded_image1_1589320644.jpg""); width: 538px;"
World classe Vêtements enfants,40000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2109272_uploaded_image1_1589430115.jpg""); width: 554px;"
Complet enfant,15000,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2110252_uploaded_image1_1589447206.jpg""); width: 538px;"
Vêtement enfant,15000,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2110256_uploaded_image1_1589447241.jpg""); width: 538px;"
Vêtements  enfants,20000,"Fann, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2110260_uploaded_image1_1589447276.jpg""); width: 538px;"
Robes,12000,"Mermoz-Sacré Coeur, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2112935_uploaded_image1_1589474288.jpg""); width: 402px;"
Polo pour enfants,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2120830_uploaded_image1_1589585958.jpg""); width: 399px;"
Pantalon pour enfants,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2120840_uploaded_image1_1589586074.jpg""); width: 399px;"
Vêtements enfants,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2120842_uploaded_image1_1589586119.jpg""); width: 399px;"
Vêtements enfants,5000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2121705_uploaded_image1_1589608320.jpg""); width: 399px;"
Vêtements pour enfants,5000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2121709_uploaded_image1_1589608369.jpg""); width: 399px;"
Vêtements enfant,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2121710_uploaded_image1_1589608406.jpg""); width: 399px;"
Vêtements enfant,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2121714_uploaded_image1_1589608443.jpg""); width: 399px;"
Robes,8000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2122740_uploaded_image1_1589625434.jpg""); width: 608px;"
T-shirts 100% coton,5500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2124862_uploaded_image1_1589655764.jpg""); width: 387px;"
Vêtements enfants,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2125892_uploaded_image1_1589676708.jpg""); width: 399px;"
T-Shirt - Short,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2125943_uploaded_image1_1589677839.jpg""); width: 399px;"
Vêtements enfants,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2125947_uploaded_image1_1589677921.jpg""); width: 399px;"
Vêtements enfants,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2125948_uploaded_image1_1589677959.jpg""); width: 399px;"
Vêtements pour enfants,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2125951_uploaded_image1_1589678021.jpg""); width: 399px;"
Vêtements pour enfants,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2125952_uploaded_image1_1589678069.jpg""); width: 399px;"
Vêtements pour enfants,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2126522_uploaded_image1_1589695660.jpg""); width: 399px;"
Vêtements  enfant,5000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2126529_uploaded_image1_1589695742.jpg""); width: 399px;"
Vêtements enfants,5000,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2126532_uploaded_image1_1589695794.jpg""); width: 399px;"
Vêtements enfants,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2126541_uploaded_image1_1589695915.jpg""); width: 399px;"
Ensemble culotte,5500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2126589_uploaded_image1_1589696412.jpg""); width: 399px;"
Robe enfants,10000,"Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2133033_uploaded_image1_1589804179.jpg""); width: 532px;"
Ensemble pantalon & tee-shirt,12000,"Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2133467_uploaded_image1_1589808819.jpg""); width: 528px;"
Ensemble enfant,12000,"Fass, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2133600_uploaded_image2_1589810793.jpeg""); width: 528px;"
Robe de cérémonie enfant,7000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2135558_uploaded_image1_1589839068.jpg""); width: 671px;"
Robe de cérémonie enfant,10000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2135575_uploaded_image1_1589839307.jpg""); width: 671px;"
Robe de cérémonie enfant,6000,"Rufisque, Sénégal","background-image: url(""https://images.coinafrique.com/2135808_uploaded_image1_1589842052.jpg""); width: 671px;"
Complet enfant,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2136716_uploaded_image1_1589868188.jpg""); width: 399px;"
Complet enfant,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2136720_uploaded_image1_1589868244.jpg""); width: 399px;"
Complet enfant,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2136726_uploaded_image1_1589868290.jpg""); width: 399px;"
Complet enfant,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2136737_uploaded_image1_1589868371.jpg""); width: 399px;"
Complet enfant,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2136740_uploaded_image1_1589868405.jpg""); width: 399px;"
Pantalon enfant,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2136743_uploaded_image1_1589868445.jpg""); width: 399px;"
Polo enfant,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2136746_uploaded_image1_1589868484.jpg""); width: 399px;"
Complet enfant,4500,"Dakar Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2136750_uploaded_image1_1589868547.jpg""); width: 399px;"
Robe enfant,15000,"Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2137750_uploaded_image1_1589880956.jpg""); width: 415px;"
Robe enfants,10000,"Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2138403_uploaded_image1_1589887328.jpg""); width: 532px;"
Robe enfant,8000,"Dieuppeul-Derklé, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2143561_uploaded_image1_1589962898.jpg""); width: 415px;"
Body bébé personnalisé,10000,"Dakar-Plateau, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2148439_uploaded_image1_1590022539.jpg""); width: 569px;"
Maillot de bain enfant,5000,"Ouakam, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2149152_uploaded_image1_1590040994.jpg""); width: 438px;"
Prêt à porter enfant,10000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2151640_uploaded_image1_1590070200.jpg""); width: 538px;"
Prêt à porter enfant,10000,"Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2151645_uploaded_image1_1590070258.jpg""); width: 538px;"
Robes pour enfants,10000,"Biscuiterie, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2152306_uploaded_image1_1590078155.jpg""); width: 532px;"
Robe,4000,"Parcelle Assainies, Dakar, Sénégal","background-image: url(""https://images.coinafrique.com/2153809_uploaded_image1_1590099380.jpg""); width: 543px;"
